,playerID,yearID,LastOfteamID,nameFirst,nameLast,weight,height,bats,lgID,G,H,AB,HR,RBI,SB,R,2B,3B,CS,BB,SO,IBB,HBP,SH,SF,GIDP,G_p,G_c,G_1b,G_2b,G_3b,G_ss,G_lf,G_cf,G_rf,G_of,G_dh,prim_pos,other_pos,BA,OBP,1B,SLG,OPS,BA_Scaled,HR_Scaled,R_Scaled,RBI_Scaled,SB_Scaled,Penalty,AdjStars
59,arenano01,2016,COL,Nolan,Arenado,205,74,R,NL,160.0,182.0,618.0,41.0,133.0,2.0,116.0,35.0,6.0,3.0,68.0,103.0,10.0,2.0,0.0,8.0,17.0,0.0,0.0,0.0,0.0,160.0,0.0,0.0,0.0,0.0,0.0,0.0,3b,['3b'],0.29449838187702265,0.3620689655172414,100.0,0.56957928802589,0.9316482535431314,0.441747572815534,0.8723404255319149,0.943089430894309,1.0,0.03225806451612903,1.0,3.289435493757887
174,bryankr01,2016,CHN,Kris,Bryant,230,77,R,NL,155.0,176.0,603.0,39.0,102.0,8.0,121.0,35.0,3.0,5.0,75.0,154.0,5.0,18.0,0.0,3.0,3.0,0.0,0.0,9.0,0.0,107.0,1.0,60.0,1.0,14.0,69.0,1.0,3b,"['3b', 'lf', 'rf', 'of']",0.29187396351575456,0.38483547925608014,99.0,0.5538971807628524,0.9387326600189325,0.43781094527363185,0.8297872340425532,0.983739837398374,0.7669172932330827,0.12903225806451613,1.0,3.1472875680121577
363,donaljo02,2016,TOR,Josh,Donaldson,210,73,R,AL,155.0,164.0,577.0,37.0,99.0,7.0,122.0,32.0,5.0,1.0,109.0,119.0,6.0,9.0,2.0,3.0,16.0,0.0,0.0,0.0,0.0,136.0,0.0,0.0,0.0,0.0,0.0,19.0,3b,"['3b', 'dh']",0.28422876949740034,0.4040114613180516,90.0,0.5493934142114385,0.9534048755294902,0.42634315424610053,0.7872340425531915,0.991869918699187,0.7443609022556391,0.11290322580645161,1.0,3.0627112435605697
459,frazito01,2016,CHA,Todd,Frazier,220,75,R,AL,158.0,133.0,590.0,40.0,98.0,15.0,89.0,21.0,0.0,5.0,64.0,163.0,1.0,4.0,1.0,7.0,11.0,0.0,0.0,7.0,0.0,149.0,0.0,0.0,0.0,0.0,0.0,2.0,3b,['3b'],0.22542372881355932,0.3022556390977444,72.0,0.46440677966101696,0.7666624187587614,0.338135593220339,0.851063829787234,0.7235772357723578,0.7368421052631579,0.24193548387096775,1.0,2.8915542479140566
797,machama01,2016,BAL,Manny,Machado,185,75,R,AL,157.0,188.0,640.0,37.0,96.0,0.0,105.0,40.0,1.0,3.0,48.0,120.0,9.0,3.0,0.0,5.0,14.0,0.0,0.0,0.0,0.0,114.0,45.0,0.0,0.0,0.0,0.0,0.0,3b,"['3b', 'ss']",0.29375,0.34339080459770116,110.0,0.5328125,0.8762033045977011,0.44062500000000004,0.7872340425531915,0.8536585365853658,0.7218045112781954,0.0,1.0,2.803322090416753
105,beltrad01,2016,TEX,Adrian,Beltre,220,71,R,AL,153.0,175.0,583.0,32.0,104.0,1.0,89.0,31.0,1.0,1.0,48.0,66.0,6.0,6.0,0.0,3.0,10.0,0.0,0.0,0.0,0.0,141.0,0.0,0.0,0.0,0.0,0.0,12.0,3b,"['3b', 'dh']",0.30017152658662094,0.3578125,111.0,0.5214408233276158,0.8792533233276157,0.4502572898799314,0.6808510638297872,0.7235772357723578,0.7819548872180451,0.016129032258064516,1.0,2.652769508958186
1268,seageky01,2016,SEA,Kyle,Seager,210,72,L,AL,158.0,166.0,597.0,30.0,99.0,3.0,89.0,36.0,3.0,1.0,69.0,108.0,10.0,8.0,0.0,2.0,18.0,0.0,0.0,0.0,0.0,156.0,0.0,0.0,0.0,0.0,0.0,2.0,3b,['3b'],0.2780569514237856,0.3594674556213018,97.0,0.4991624790619765,0.8586299346832783,0.4170854271356784,0.6382978723404256,0.7235772357723578,0.7443609022556391,0.04838709677419355,1.0,2.5717085342782946
778,longoev01,2016,TBA,Evan,Longoria,210,74,R,AL,160.0,173.0,633.0,36.0,98.0,0.0,81.0,41.0,4.0,3.0,42.0,144.0,6.0,3.0,0.0,7.0,13.0,0.0,0.0,0.0,0.0,152.0,0.0,0.0,0.0,0.0,0.0,8.0,3b,['3b'],0.27330173775671407,0.3182481751824818,92.0,0.5213270142180095,0.8395751894004913,0.4099526066350711,0.7659574468085106,0.6585365853658537,0.7368421052631579,0.0,1.0,2.5712887440725933
753,lambja01,2016,ARI,Jake,Lamb,215,75,L,NL,151.0,130.0,523.0,29.0,91.0,6.0,81.0,31.0,9.0,1.0,64.0,154.0,5.0,3.0,0.0,4.0,13.0,0.0,0.0,0.0,0.0,142.0,0.0,0.0,0.0,0.0,0.0,0.0,3b,['3b'],0.248565965583174,0.33164983164983164,61.0,0.5086042065009561,0.8402540381507877,0.372848948374761,0.6170212765957447,0.6585365853658537,0.6842105263157895,0.0967741935483871,1.0,2.4293915302005358
1149,rendoan01,2016,WAS,Anthony,Rendon,210,73,R,NL,156.0,153.0,567.0,20.0,85.0,12.0,91.0,38.0,2.0,6.0,65.0,117.0,2.0,7.0,0.0,8.0,5.0,0.0,0.0,0.0,0.0,155.0,0.0,0.0,0.0,0.0,0.0,0.0,3b,['3b'],0.2698412698412698,0.34775888717156106,93.0,0.4497354497354497,0.7974943369070108,0.40476190476190477,0.425531914893617,0.7398373983739838,0.6390977443609023,0.1935483870967742,1.0,2.4027773494871822
1386,turneju01,2016,LAN,Justin,Turner,205,71,R,NL,151.0,153.0,556.0,27.0,90.0,4.0,79.0,34.0,3.0,1.0,48.0,107.0,1.0,10.0,0.0,8.0,16.0,0.0,0.0,1.0,0.0,144.0,0.0,0.0,0.0,0.0,0.0,2.0,3b,['3b'],0.2751798561151079,0.3392282958199357,89.0,0.49280575539568344,0.8320340512156191,0.4127697841726619,0.574468085106383,0.6422764227642277,0.6766917293233082,0.06451612903225806,1.0,2.370722150398839
1116,ramirjo01,2016,CLE,Jose,Ramirez,180,69,B,AL,152.0,176.0,565.0,11.0,76.0,22.0,84.0,46.0,3.0,7.0,44.0,62.0,1.0,4.0,1.0,4.0,10.0,0.0,0.0,0.0,9.0,117.0,5.0,48.0,0.0,0.0,48.0,0.0,3b,"['3b', 'lf', 'of']",0.31150442477876106,0.36304700162074555,116.0,0.46194690265486726,0.8249939042756128,0.4672566371681416,0.23404255319148937,0.6829268292682927,0.5714285714285714,0.3548387096774194,1.0,2.310493300733915
1325,suareeu01,2016,CIN,Eugenio,Suarez,205,71,R,NL,159.0,140.0,565.0,21.0,70.0,11.0,78.0,25.0,2.0,5.0,51.0,155.0,0.0,8.0,0.0,3.0,10.0,0.0,0.0,0.0,0.0,151.0,2.0,0.0,0.0,0.0,0.0,1.0,3b,['3b'],0.24778761061946902,0.31738437001594894,92.0,0.41061946902654867,0.7280038390424977,0.37168141592920356,0.44680851063829785,0.6341463414634146,0.5263157894736842,0.1774193548387097,1.0,2.1563714123433098
454,francma02,2016,PHI,Maikel,Franco,215,73,R,NL,152.0,148.0,581.0,25.0,88.0,1.0,67.0,23.0,1.0,1.0,40.0,106.0,7.0,5.0,0.0,4.0,13.0,0.0,0.0,0.0,0.0,148.0,0.0,0.0,0.0,0.0,0.0,0.0,3b,['3b'],0.2547332185886403,0.30634920634920637,99.0,0.4268502581755594,0.7331994645247657,0.38209982788296043,0.5319148936170213,0.5447154471544715,0.6616541353383458,0.016129032258064516,1.0,2.1365133362508635
1027,perezhe01,2016,MIL,Hernan,Perez,215,73,R,NL,123.0,110.0,404.0,13.0,56.0,34.0,50.0,18.0,3.0,7.0,18.0,94.0,0.0,1.0,3.0,4.0,6.0,0.0,0.0,6.0,11.0,60.0,3.0,2.0,8.0,36.0,46.0,0.0,3b,"['2b', '3b', 'rf', 'of']",0.2722772277227723,0.30210772833723654,76.0,0.4282178217821782,0.7303255501194148,0.40841584158415845,0.2765957446808511,0.4065040650406504,0.42105263157894735,0.5483870967741935,1.0,2.0609553796588007
223,carpema01,2016,SLN,Matt,Carpenter,205,75,L,NL,129.0,128.0,473.0,21.0,68.0,0.0,81.0,36.0,6.0,4.0,81.0,108.0,6.0,5.0,3.0,4.0,4.0,0.0,0.0,45.0,40.0,54.0,0.0,0.0,0.0,0.0,0.0,1.0,3b,"['1b', '2b', '3b']",0.27061310782241016,0.38010657193605685,65.0,0.5052854122621564,0.8853919841982132,0.40591966173361527,0.44680851063829785,0.6585365853658537,0.5112781954887218,0.0,1.0,2.0225429532264885
1236,sanomi01,2016,MIN,Miguel,Sano,260,76,R,AL,116.0,103.0,437.0,25.0,66.0,1.0,57.0,22.0,1.0,0.0,54.0,178.0,1.0,1.0,0.0,3.0,8.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,38.0,38.0,36.0,3b,"['3b', 'rf', 'of', 'dh']",0.23569794050343248,0.3191919191919192,55.0,0.4622425629290618,0.781434482120981,0.35354691075514877,0.5319148936170213,0.4634146341463415,0.49624060150375937,0.016129032258064516,1.0,1.8612460722803355
1279,shawtr01,2016,BOS,Travis,Shaw,230,76,L,AL,145.0,116.0,480.0,16.0,71.0,5.0,63.0,34.0,2.0,1.0,43.0,133.0,4.0,3.0,0.0,4.0,10.0,0.0,0.0,50.0,0.0,105.0,0.0,1.0,0.0,0.0,1.0,2.0,3b,"['1b', '3b']",0.24166666666666667,0.30566037735849055,64.0,0.42083333333333334,0.7264937106918239,0.36250000000000004,0.3404255319148936,0.5121951219512195,0.5338345864661654,0.08064516129032258,1.0,1.8296004016226013
1091,pradoma01,2016,MIA,Martin,Prado,215,72,R,NL,153.0,183.0,600.0,8.0,75.0,2.0,70.0,37.0,3.0,2.0,49.0,69.0,4.0,4.0,0.0,5.0,24.0,0.0,0.0,0.0,0.0,150.0,0.0,0.0,0.0,0.0,0.0,1.0,3b,['3b'],0.305,0.3586626139817629,135.0,0.4166666666666667,0.7753292806484295,0.4575,0.1702127659574468,0.5691056910569106,0.5639097744360902,0.03225806451612903,1.0,1.7929862959665765
1400,valenda01,2016,OAK,Danny,Valencia,210,74,R,AL,130.0,135.0,471.0,17.0,51.0,1.0,72.0,22.0,1.0,1.0,41.0,115.0,1.0,3.0,0.0,2.0,11.0,0.0,0.0,18.0,0.0,68.0,0.0,1.0,0.0,37.0,38.0,6.0,3b,"['1b', '3b', 'rf', 'of']",0.28662420382165604,0.34622823984526113,95.0,0.445859872611465,0.7920881124567261,0.4299363057324841,0.3617021276595745,0.5853658536585366,0.38345864661654133,0.016129032258064516,1.0,1.776591965925201
482,garciad01,2016,ATL,Adonis,Garcia,205,69,R,NL,134.0,145.0,532.0,14.0,65.0,3.0,65.0,29.0,0.0,2.0,24.0,93.0,4.0,6.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,123.0,0.0,4.0,0.0,0.0,4.0,2.0,3b,['3b'],0.2725563909774436,0.3113879003558719,102.0,0.40601503759398494,0.7174029379498568,0.40883458646616544,0.2978723404255319,0.5284552845528455,0.48872180451127817,0.04838709677419355,1.0,1.7722711127300146
72,baezja01,2016,CHN,Javier,Baez,190,72,R,NL,142.0,115.0,421.0,14.0,59.0,12.0,50.0,19.0,1.0,3.0,15.0,108.0,3.0,11.0,1.0,2.0,8.0,0.0,0.0,6.0,59.0,62.0,25.0,2.0,0.0,0.0,2.0,0.0,3b,"['2b', '3b', 'ss']",0.27315914489311166,0.31403118040089084,81.0,0.42280285035629456,0.7368340307571855,0.4097387173396675,0.2978723404255319,0.4065040650406504,0.44360902255639095,0.1935483870967742,1.0,1.7512725324590148
1293,solarya01,2016,SDN,Yangervis,Solarte,205,71,B,NL,109.0,116.0,405.0,15.0,71.0,1.0,55.0,26.0,1.0,1.0,30.0,63.0,1.0,5.0,0.0,3.0,7.0,0.0,0.0,2.0,15.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,3b,"['2b', '3b']",0.28641975308641976,0.34085778781038373,74.0,0.4666666666666667,0.8075244544770503,0.42962962962962964,0.3191489361702128,0.44715447154471544,0.5338345864661654,0.016129032258064516,1.0,1.7458966560687879
716,kangju01,2016,PIT,Jung Ho,Kang,210,72,R,NL,103.0,81.0,318.0,21.0,62.0,3.0,45.0,19.0,0.0,1.0,36.0,79.0,1.0,14.0,0.0,2.0,11.0,0.0,0.0,0.0,0.0,92.0,0.0,0.0,0.0,0.0,0.0,1.0,3b,['3b'],0.25471698113207547,0.35405405405405405,41.0,0.5125786163522013,0.8666326704062552,0.38207547169811323,0.44680851063829785,0.36585365853658536,0.46616541353383456,0.04838709677419355,1.0,1.7092901511810246
233,casteni01,2016,DET,Nick,Castellanos,210,76,R,AL,110.0,117.0,411.0,18.0,58.0,1.0,54.0,25.0,4.0,1.0,28.0,111.0,1.0,3.0,0.0,5.0,4.0,0.0,0.0,0.0,0.0,108.0,0.0,0.0,0.0,0.0,0.0,1.0,3b,['3b'],0.2846715328467153,0.33109619686800895,70.0,0.49635036496350365,0.8274465618315126,0.42700729927007297,0.3829787234042553,0.43902439024390244,0.43609022556390975,0.016129032258064516,1.0,1.7012296707402048
618,headlch01,2016,NYA,Chase,Headley,215,74,B,AL,140.0,118.0,467.0,14.0,51.0,8.0,58.0,18.0,1.0,2.0,51.0,118.0,3.0,6.0,0.0,5.0,7.0,0.0,0.0,0.0,0.0,140.0,0.0,0.0,0.0,0.0,0.0,1.0,3b,['3b'],0.25267665952890794,0.33081285444234404,85.0,0.3854389721627409,0.716251826605085,0.3790149892933619,0.2978723404255319,0.4715447154471545,0.38345864661654133,0.12903225806451613,1.0,1.6609229498471059
468,freesda01,2016,PIT,David,Freese,225,74,R,NL,141.0,118.0,437.0,13.0,55.0,0.0,63.0,23.0,0.0,0.0,45.0,142.0,2.0,10.0,0.0,0.0,15.0,0.0,0.0,58.0,2.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,3b,"['1b', '3b']",0.2700228832951945,0.3516260162601626,82.0,0.41189931350114417,0.7635253297613067,0.4050343249427918,0.2765957446808511,0.5121951219512195,0.41353383458646614,0.0,1.0,1.6073590261613284
321,cuthbch01,2016,KCA,Cheslor,Cuthbert,190,73,R,AL,128.0,130.0,475.0,12.0,46.0,2.0,49.0,28.0,1.0,0.0,32.0,96.0,0.0,0.0,1.0,2.0,14.0,0.0,0.0,0.0,0.0,127.0,0.0,0.0,0.0,0.0,0.0,0.0,3b,['3b'],0.2736842105263158,0.3182711198428291,89.0,0.4126315789473684,0.7309026987901974,0.41052631578947374,0.2553191489361702,0.3983739837398374,0.3458646616541353,0.03225806451612903,1.0,1.4423421746357459
